WORD: us, FREQ: 1
WORD: face, FREQ: 1
WORD: upbringing, FREQ: 1
WORD: jewishness, FREQ: 1
WORD: grandparents, FREQ: 1
WORD: pouring, FREQ: 1
WORD: cried, FREQ: 1
WORD: state, FREQ: 1
WORD: matter, FREQ: 1
WORD: forcing, FREQ: 1
WORD: confront, FREQ: 1
WORD: elements, FREQ: 1
WORD: faced, FREQ: 1
WORD: surprised, FREQ: 1
WORD: cry, FREQ: 1
WORD: visiting, FREQ: 1
WORD: filled, FREQ: 1
WORD: outrage, FREQ: 1
WORD: force, FREQ: 1
WORD: themselves, FREQ: 1
WORD: aging, FREQ: 1
WORD: naked, FREQ: 1
WORD: go, FREQ: 1
WORD: maker, FREQ: 1
WORD: unfold, FREQ: 1
WORD: witnessing, FREQ: 1
WORD: creating, FREQ: 1
WORD: actresses, FREQ: 1
WORD: broke, FREQ: 1
WORD: kate, FREQ: 1
WORD: capshaw, FREQ: 1
WORD: five, FREQ: 1
WORD: rented, FREQ: 1
WORD: suburban, FREQ: 1
WORD: duration, FREQ: 1
WORD: rescuing, FREQ: 1
WORD: ninety, FREQ: 1
WORD: row , FREQ: 1
WORD: unbearable, FREQ: 1
WORD: robin, FREQ: 1
WORD: cheer, FREQ: 1
WORD: profound, FREQ: 1
WORD: humor, FREQ: 1
WORD: spent, FREQ: 1
WORD: each, FREQ: 1
WORD: evening, FREQ: 1
WORD: scheduled, FREQ: 1
WORD: occasionally, FREQ: 1
WORD: recreate, FREQ: 1
WORD: initially, FREQ: 1
WORD: entirely, FREQ: 1
WORD: languages, FREQ: 1
WORD: excuse, FREQ: 1
WORD: else, FREQ: 1
WORD: influenced, FREQ: 1
WORD: plan, FREQ: 1
WORD: storyboards, FREQ: 1
WORD: forty, FREQ: 1
WORD: percent, FREQ: 1
WORD: handheld, FREQ: 1
WORD: cameras, FREQ: 1
WORD: modest, FREQ: 1
WORD: quickly, FREQ: 1
WORD: seventy, FREQ: 1
WORD: spontaneity, FREQ: 1
WORD: edge, FREQ: 1
WORD: steadicams, FREQ: 1
WORD: elevated, FREQ: 1
WORD: zoom, FREQ: 1
WORD: lenses, FREQ: 1
WORD: might, FREQ: 1
WORD: matured, FREQ: 1
WORD: paying, FREQ: 1
WORD: tribute, FREQ: 1
WORD: cecil, FREQ: 1
WORD: demille, FREQ: 1
WORD: lean, FREQ: 1
WORD: decision, FREQ: 1
WORD: mainly, FREQ: 1
WORD: contributed, FREQ: 1
WORD: style, FREQ: 1
WORD: expressionism, FREQ: 1
WORD: italian, FREQ: 1
WORD: neorealism, FREQ: 1
WORD: match, FREQ: 1
WORD: footage, FREQ: 1
WORD: chairman, FREQ: 1
WORD: pollock, FREQ: 1
WORD: negative, FREQ: 1
WORD: vhs, FREQ: 1
WORD: copies, FREQ: 1
WORD: sold, FREQ: 1
WORD: beautify, FREQ: 1
WORD: frequently, FREQ: 1
WORD: collaborates, FREQ: 1
WORD: amazed, FREQ: 1
WORD: challenging, FREQ: 1
WORD: need, FREQ: 1
WORD: re, FREQ: 1
WORD: violin, FREQ: 1
WORD: regarding, FREQ: 1
WORD: believe, FREQ: 1
WORD: authentic, FREQ: 1
WORD: come, FREQ: 1
WORD: practice, FREQ: 1
WORD: fiddler, FREQ: 1
WORD: roof, FREQ: 1
WORD: naturally, FREQ: 1
WORD: sounds, FREQ: 1
WORD: interviewer, FREQ: 1
WORD: agree, FREQ: 1
WORD: sure, FREQ: 1
WORD: occurred, FREQ: 1
WORD: particular, FREQ: 1
WORD: contribute, FREQ: 1
WORD: simply, FREQ: 1
WORD: knowing, FREQ: 1
WORD: indirectly, FREQ: 1
WORD: victim, FREQ: 1
WORD: folk, FREQ: 1
WORD: oyfn, FREQ: 1
WORD: pripetshik, FREQ: 1
WORD: cooking, FREQ: 1
WORD: stove, FREQ: 1
WORD: yiddish, FREQ: 1
WORD: ??????, FREQ: 1
WORD: ????????????, FREQ: 1
WORD: choir, FREQ: 1
WORD: grandmother, FREQ: 1
WORD: becky, FREQ: 1
WORD: grandchildren, FREQ: 1
WORD: clarinet, FREQ: 1
WORD: solos, FREQ: 1
WORD: heard, FREQ: 1
WORD: recorded, FREQ: 1
WORD: klezmer, FREQ: 1
WORD: virtuoso, FREQ: 1
WORD: giora, FREQ: 1
WORD: feidman, FREQ: 1
WORD: fifth, FREQ: 1
WORD: selections, FREQ: 1
WORD: album, FREQ: 1
WORD: explores, FREQ: 1
WORD: protagonist, FREQ: 1
WORD: characterization, FREQ: 1
WORD: characterized, FREQ: 1
WORD: completely, FREQ: 1
WORD: dark, FREQ: 1
WORD: gradually, FREQ: 1
WORD: evolves, FREQ: 1
WORD: supporter, FREQ: 1
WORD: rescuer, FREQ: 1
WORD: redemption, FREQ: 1
WORD: disreputable, FREQ: 1
WORD: schemer, FREQ: 1
WORD: edges, FREQ: 1
WORD: respectability, FREQ: 1
WORD: becomes, FREQ: 1
WORD: father, FREQ: 1
WORD: figure, FREQ: 1
WORD: responsible, FREQ: 1
WORD: instances, FREQ: 1
WORD: predominantly, FREQ: 1
WORD: primarily, FREQ: 1
WORD: distinguish, FREQ: 1
WORD: recognizable, FREQ: 1
WORD: symbolise, FREQ: 1
WORD: levels, FREQ: 1
WORD: government, FREQ: 1
WORD: occurring, FREQ: 1
WORD: obvious, FREQ: 1
WORD: walking, FREQ: 1
WORD: street, FREQ: 1
WORD: rail, FREQ: 1
WORD: lines, FREQ: 1
WORD: slow, FREQ: 1
WORD: down , FREQ: 1
WORD: jewry, FREQ: 1
WORD: message, FREQ: 1
WORD: ash, FREQ: 1
WORD: soot, FREQ: 1
WORD: burning, FREQ: 1
WORD: piling, FREQ: 1
WORD: car, FREQ: 1
WORD: annoyance, FREQ: 1
WORD: montréal, FREQ: 1
WORD: wonders, FREQ: 1
WORD: symbolises, FREQ: 1
WORD: innocence, FREQ: 1
WORD: sacrificed, FREQ: 1
WORD: until, FREQ: 1
WORD: eighteen, FREQ: 1
WORD: eleven, FREQ: 1
WORD: horrified, FREQ: 1
WORD: upon, FREQ: 1
WORD: again, FREQ: 1
WORD: adult, FREQ: 1
WORD: proud, FREQ: 1
WORD: although, FREQ: 1
WORD: unintentional, FREQ: 1
WORD: unlike, FREQ: 1
WORD: fictional, FREQ: 1
WORD: counterpart, FREQ: 1
WORD: translation, FREQ: 1
WORD: resident, FREQ: 1
WORD: genya, FREQ: 1
WORD: gitel, FREQ: 1
WORD: chil, FREQ: 1
WORD: observing, FREQ: 1
WORD: lit , FREQ: 1
WORD: rich, FREQ: 1
WORD: bookend, FREQ: 1
WORD: normal, FREQ: 1
WORD: juggernaut, FREQ: 1
WORD: against, FREQ: 1
WORD: begins, FREQ: 1
WORD: fades, FREQ: 1
WORD: smoke, FREQ: 1
WORD: comes, FREQ: 1
WORD: symbolize, FREQ: 1
WORD: bodies, FREQ: 1
WORD: burnt, FREQ: 1
WORD: allows, FREQ: 1
WORD: hold, FREQ: 1
WORD: services, FREQ: 1
WORD: candle, FREQ: 1
WORD: regain, FREQ: 1
WORD: warmth, FREQ: 1
WORD: glint, FREQ: 1
WORD: glimmer, FREQ: 1
WORD: koschitzky, FREQ: 1
WORD: centre, FREQ: 1
WORD: burned, FREQ: 1
WORD: crematoria, FREQ: 1
WORD: bracket, FREQ: 1
WORD: marking, FREQ: 1
WORD: ritual, FREQ: 1
WORD: demonstrating, FREQ: 1
WORD: position, FREQ: 1
WORD: relation, FREQ: 1
WORD: especially, FREQ: 1
WORD: presentation, FREQ: 1
WORD: itself, FREQ: 1
WORD: light, FREQ: 1
WORD: entirety, FREQ: 1
WORD: metaphor, FREQ: 1
WORD: sporadic, FREQ: 1
WORD: increasing, FREQ: 1
WORD: crescendo, FREQ: 1
WORD: destruction, FREQ: 1
WORD: parallel, FREQ: 1
WORD: situation, FREQ: 1
WORD: labor, FREQ: 1
WORD: exterminating, FREQ: 1
WORD: outright, FREQ: 1
WORD: giving, FREQ: 1
WORD: deliverance, FREQ: 1
WORD: theological, FREQ: 1
WORD: seminary, FREQ: 1
WORD: presence, FREQ: 1
WORD: arranges, FREQ: 1
WORD: loaded, FREQ: 1
WORD: awaiting, FREQ: 1
WORD: hosed, FREQ: 1
WORD: receiving, FREQ: 1
WORD: expected, FREQ: 1
WORD: gassing, FREQ: 1
WORD: closed, FREQ: 1
WORD: grossed, FREQ: 1
WORD: dollars, FREQ: 1
WORD: alone, FREQ: 1
WORD: u, FREQ: 1
WORD: share, FREQ: 1
WORD: since, FREQ: 1
WORD: public, FREQ: 1
WORD: fullscreen, FREQ: 1
WORD: editions, FREQ: 1
WORD: double, FREQ: 1
WORD: sided, FREQ: 1
WORD: continuing, FREQ: 1
WORD: include, FREQ: 1
WORD: formats, FREQ: 1
WORD: version, FREQ: 1
WORD: cd, FREQ: 1
WORD: senitype, FREQ: 1
WORD: titled, FREQ: 1
WORD: housed, FREQ: 1
WORD: plexiglass, FREQ: 1
WORD: exclusive, FREQ: 1
WORD: nonprofit, FREQ: 1
WORD: organization, FREQ: 1
WORD: goal, FREQ: 1
WORD: providing, FREQ: 1
WORD: archive, FREQ: 1
WORD: testimony, FREQ: 1
WORD: proceeds, FREQ: 1
WORD: documentaries, FREQ: 1
WORD: frank, FREQ: 1
WORD: remembered, FREQ: 1
WORD: acclaim, FREQ: 1
WORD: approval, FREQ: 1
WORD: reviews, FREQ: 1
WORD: consensus, FREQ: 1
WORD: reads, FREQ: 1
WORD: blends, FREQ: 1
WORD: abject, FREQ: 1
WORD: signature, FREQ: 1
WORD: tender, FREQ: 1
WORD: humanism, FREQ: 1
WORD: dramatic, FREQ: 1
WORD: masterpiece, FREQ: 1
WORD: talk, FREQ: 1
WORD: host, FREQ: 1
WORD: oprah, FREQ: 1
WORD: winfrey, FREQ: 1
WORD: bill, FREQ: 1
WORD: clinton, FREQ: 1
WORD: urged, FREQ: 1
WORD: countrymen, FREQ: 1
WORD: leaders, FREQ: 1
WORD: countries, FREQ: 1
WORD: personally, FREQ: 1
WORD: reported, FREQ: 1
WORD: rare, FREQ: 1
WORD: grade, FREQ: 1
WORD: will, FREQ: 1
WORD: cultural, FREQ: 1
WORD: remain, FREQ: 1
WORD: brilliantly, FREQ: 1
WORD: acted, FREQ: 1
WORD: favorite, FREQ: 1
WORD: admired, FREQ: 1
WORD: narrative, FREQ: 1
WORD: boldness, FREQ: 1
WORD: audacity, FREQ: 1
WORD: directness, FREQ: 1
WORD: warranting, FREQ: 1
WORD: calls, FREQ: 1
WORD: terrifying, FREQ: 1
WORD: staggering, FREQ: 1
WORD: seller, FREQ: 1
WORD: looks, FREQ: 1
WORD: intense, FREQ: 1
WORD: restraint, FREQ: 1
WORD: sensationalism, FREQ: 1
WORD: addition, FREQ: 1
WORD: critic, FREQ: 1
WORD: misgivings, FREQ: 1
WORD: overly, FREQ: 1
WORD: sentimentalized, FREQ: 1
WORD: altogether, FREQ: 1
WORD: misplaced, FREQ: 1
WORD: shows, FREQ: 1
WORD: firm, FREQ: 1
WORD: moral, FREQ: 1
WORD: grasp, FREQ: 1
WORD: material, FREQ: 1
WORD: harshest, FREQ: 1
WORD: admire, FREQ: 1
WORD: brilliance, FREQ: 1
WORD: fifteen, FREQ: 1
WORD: describes, FREQ: 1
WORD: realistic, FREQ: 1
WORD: stunning, FREQ: 1
WORD: increase, FREQ: 1
WORD: remembrance, FREQ: 1
WORD: awareness, FREQ: 1
WORD: severing, FREQ: 1
WORD: living, FREQ: 1
WORD: catastrophe, FREQ: 1
WORD: widespread, FREQ: 1
WORD: discussion, FREQ: 1
WORD: appeared, FREQ: 1
WORD: academia, FREQ: 1
WORD: activity, FREQ: 1
WORD: consists, FREQ: 1
WORD: financial, FREQ: 1
WORD: transactions, FREQ: 1
WORD: lending, FREQ: 1
WORD: trading, FREQ: 1
WORD: market, FREQ: 1
WORD: hiding, FREQ: 1
WORD: perpetuating, FREQ: 1
WORD: stereotypical, FREQ: 1
WORD: reflects, FREQ: 1
WORD: ideology, FREQ: 1
WORD: link, FREQ: 1
WORD: sexuality, FREQ: 1
WORD: explored, FREQ: 1
WORD: further, FREQ: 1
WORD: physically, FREQ: 1
WORD: overshadow, FREQ: 1
WORD: depicted, FREQ: 1
WORD: scurrying, FREQ: 1
WORD: frightened, FREQ: 1
WORD: mere, FREQ: 1
WORD: backdrop, FREQ: 1
WORD: struggle, FREQ: 1
WORD: dichotomy, FREQ: 1
WORD: glosses, FREQ: 1
WORD: perpetrators, FREQ: 1
WORD: explore, FREQ: 1
WORD: average, FREQ: 1
WORD: rationalized, FREQ: 1
WORD: knowledge, FREQ: 1
WORD: participation, FREQ: 1
WORD: smart, FREQ: 1
WORD: lucky, FREQ: 1
WORD: breakdown, FREQ: 1
WORD: says, FREQ: 1
WORD: maudlin, FREQ: 1
WORD: pointing, FREQ: 1
WORD: needed, FREQ: 1
WORD: loss, FREQ: 1
WORD: viewer, FREQ: 1
WORD: opportunity, FREQ: 1
WORD: mourn, FREQ: 1
WORD: alongside, FREQ: 1
WORD: peers, FREQ: 1
WORD: gotten, FREQ: 1
WORD: absolutely, FREQ: 1
WORD: perfection, FREQ: 1
WORD: certainly, FREQ: 1
WORD: job, FREQ: 1
WORD: objective, FREQ: 1
WORD: cited, FREQ: 1
WORD: influence, FREQ: 1
WORD: maiden, FREQ: 1
WORD: abandon, FREQ: 1
WORD: papers, FREQ: 1
WORD: boy, FREQ: 1
WORD: aunt, FREQ: 1
WORD: sneaking, FREQ: 1
WORD: pretending, FREQ: 1
WORD: catholic, FREQ: 1
WORD: scriptwriter, FREQ: 1
WORD: frederic, FREQ: 1
WORD: raphael, FREQ: 1
WORD: suggested, FREQ: 1
