WORD: kapaðý, FREQ: 1
WORD: evlerininde, FREQ: 1
WORD: konaklayan, FREQ: 1
WORD: peter, FREQ: 1
WORD: dobson, FREQ: 1
WORD: hip, FREQ: 1
WORD: swinging, FREQ: 1
WORD: dansýný, FREQ: 1
WORD: öðretir, FREQ: 1
WORD: hayatýnýn, FREQ: 1
WORD: servisinde, FREQ: 1
WORD: görmez, FREQ: 1
WORD: ileride, FREQ: 1
WORD: rastlar, FREQ: 1
WORD: yapanlardan, FREQ: 1
WORD: kurtulmaya, FREQ: 1
WORD: bacaðýndaki, FREQ: 1
WORD: aparatlar, FREQ: 1
WORD: kendiliðinden, FREQ: 1
WORD: orta, FREQ: 1
WORD: seviyede, FREQ: 1
WORD: zekasýna, FREQ: 1
WORD: hýzda, FREQ: 1
WORD: koþabildiðini, FREQ: 1
WORD: alabama, FREQ: 1
WORD: üniversitesi, FREQ: 1
WORD: nden, FREQ: 1
WORD: burs, FREQ: 1
WORD: yýllarýnda, FREQ: 1
WORD: george, FREQ: 1
WORD: wallace’nin, FREQ: 1
WORD: stand, FREQ: 1
WORD: school, FREQ: 1
WORD: house, FREQ: 1
WORD: door, FREQ: 1
WORD: zencilerin, FREQ: 1
WORD: girmemesi, FREQ: 1
WORD: kapýsýnda, FREQ: 1
WORD: bekleyerek, FREQ: 1
WORD: gerçekleþtirdiði, FREQ: 1
WORD: eylem, FREQ: 1
WORD: tanýklýk, FREQ: 1
WORD: futbolu, FREQ: 1
WORD: baþlayýp, FREQ: 1
WORD: ün, FREQ: 1
WORD: f, FREQ: 1
WORD: kennedy, FREQ: 1
WORD: tokalaþma, FREQ: 1
WORD: imkaný, FREQ: 1
WORD: bulur, FREQ: 1
WORD: üniversiteden, FREQ: 1
WORD: mezun, FREQ: 1
WORD: olduktan, FREQ: 1
WORD: girmek, FREQ: 1
WORD: anlaþtýklarý, FREQ: 1
WORD: buford, FREQ: 1
WORD: yani, FREQ: 1
WORD: arkadaþ, FREQ: 1
WORD: olacaklarý, FREQ: 1
WORD: ordusuna, FREQ: 1
WORD: esnalarda, FREQ: 1
WORD: savaþýn, FREQ: 1
WORD: hüküm, FREQ: 1
WORD: sürdüðü, FREQ: 1
WORD: gönderilirler, FREQ: 1
WORD: devriye, FREQ: 1
WORD: gezdikleri, FREQ: 1
WORD: pusuya, FREQ: 1
WORD: düþürülürler, FREQ: 1
WORD: kiþiyi, FREQ: 1
WORD: kurtarýr, FREQ: 1
WORD: kalçasýndan, FREQ: 1
WORD: vurulur, FREQ: 1
WORD: üstün, FREQ: 1
WORD: cesaretinden, FREQ: 1
WORD: lyndan, FREQ: 1
WORD: johnson’dan, FREQ: 1
WORD: þeref, FREQ: 1
WORD: madalyasý, FREQ: 1
WORD: tedavisi, FREQ: 1
WORD: yaralardan, FREQ: 1
WORD: bacaðý, FREQ: 1
WORD: diz, FREQ: 1
WORD: kapaðýnýn, FREQ: 1
WORD: altýndan, FREQ: 1
WORD: kalmasýna, FREQ: 1
WORD: kaderinin, FREQ: 1
WORD: önüne, FREQ: 1
WORD: geçtiðini, FREQ: 1
WORD: atalarý, FREQ: 1
WORD: ölmesi, FREQ: 1
WORD: düþündüðü, FREQ: 1
WORD: kurtaran, FREQ: 1
WORD: washington’dayken, FREQ: 1
WORD: mall’de, FREQ: 1
WORD: karþýtý, FREQ: 1
WORD: gösteriye, FREQ: 1
WORD: istemeden, FREQ: 1
WORD: orda, FREQ: 1
WORD: gece, FREQ: 1
WORD: dolaþýrlar, FREQ: 1
WORD: aðzý, FREQ: 1
WORD: bozuk, FREQ: 1
WORD: erkek, FREQ: 1
WORD: arkadaþýna, FREQ: 1
WORD: ara, FREQ: 1
WORD: oynamadaki, FREQ: 1
WORD: yeteneðini, FREQ: 1
WORD: keþfeder, FREQ: 1
WORD: ordu, FREQ: 1
WORD: takýmýnda, FREQ: 1
WORD: takýmýna, FREQ: 1
WORD: karþý, FREQ: 1
WORD: oynanan, FREQ: 1
WORD: dostluk, FREQ: 1
WORD: maçýnda, FREQ: 1
WORD: görev, FREQ: 1
WORD: saraya, FREQ: 1
WORD: richard, FREQ: 1
WORD: nixon, FREQ: 1
WORD: tekrardan, FREQ: 1
WORD: gump’a, FREQ: 1
WORD: oteli’nde, FREQ: 1
WORD: ayarlar, FREQ: 1
WORD: skandalýnýn, FREQ: 1
WORD: ortaya, FREQ: 1
WORD: çýkmasýna, FREQ: 1
WORD: istem, FREQ: 1
WORD: dýþý, FREQ: 1
WORD: ettiði, FREQ: 1
WORD: baþarýdan, FREQ: 1
WORD: lennon, FREQ: 1
WORD: dick, FREQ: 1
WORD: cavett, FREQ: 1
WORD: show’a, FREQ: 1
WORD: lennon’un, FREQ: 1
WORD: þarkýsýna, FREQ: 1
WORD: hayattan, FREQ: 1
WORD: umudunu, FREQ: 1
WORD: kesmiþ, FREQ: 1
WORD: içki, FREQ: 1
WORD: müptelasý, FREQ: 1
WORD: gelen, FREQ: 1
WORD: girme, FREQ: 1
WORD: planlarýný, FREQ: 1
WORD: küçümser, FREQ: 1
WORD: iþe, FREQ: 1
WORD: girerse, FREQ: 1
WORD: elemaný, FREQ: 1
WORD: dair, FREQ: 1
WORD: alaycý, FREQ: 1
WORD: söz, FREQ: 1
WORD: çizgide, FREQ: 1
WORD: ilerlemektedir, FREQ: 1
WORD: erkekle, FREQ: 1
WORD: geçiren, FREQ: 1
WORD: eroin, FREQ: 1
WORD: baðýmlýsý, FREQ: 1
WORD: gelmiþtir, FREQ: 1
WORD: seferinde, FREQ: 1
WORD: intihar, FREQ: 1
WORD: etmeyi, FREQ: 1
WORD: düþünür, FREQ: 1
WORD: ordudan, FREQ: 1
WORD: ayrýldýktan, FREQ: 1
WORD: reklamýndan, FREQ: 1
WORD: kazandýðý, FREQ: 1
WORD: parayla, FREQ: 1
WORD: bubba’ya, FREQ: 1
WORD: askerdeyken, FREQ: 1
WORD: sözü, FREQ: 1
WORD: teknesi, FREQ: 1
WORD: adýný, FREQ: 1
WORD: koyar, FREQ: 1
WORD: sözünü, FREQ: 1
WORD: çalýþaný, FREQ: 1
WORD: iþinde, FREQ: 1
WORD: þanslarý, FREQ: 1
WORD: yaver, FREQ: 1
WORD: gitmez, FREQ: 1
WORD: carmen, FREQ: 1
WORD: kasýrgasýnýn, FREQ: 1
WORD: teknelere, FREQ: 1
WORD: verip, FREQ: 1
WORD: rekabeti, FREQ: 1
WORD: ortadan, FREQ: 1
WORD: kadýrmasýyla, FREQ: 1
WORD: baþarý, FREQ: 1
WORD: kasýrga, FREQ: 1
WORD: tanrýyla, FREQ: 1
WORD: barýþan, FREQ: 1
WORD: hastalanan, FREQ: 1
WORD: eve, FREQ: 1
WORD: vefat, FREQ: 1
WORD: dan’in, FREQ: 1
WORD: yönetimine, FREQ: 1
WORD: servetini, FREQ: 1
WORD: edecek, FREQ: 1
WORD: meyve, FREQ: 1
WORD: þirketine, FREQ: 1
WORD: apple, FREQ: 1
WORD: company, FREQ: 1
WORD: yatýrýr, FREQ: 1
WORD: bayýlmasýna, FREQ: 1
WORD: düþük, FREQ: 1
WORD: iþi, FREQ: 1
WORD: býrakmasýna, FREQ: 1
WORD: hatýrý, FREQ: 1
WORD: sayýlýr, FREQ: 1
WORD: çek, FREQ: 1
WORD: onunla, FREQ: 1
WORD: kalýr, FREQ: 1
WORD: teklif, FREQ: 1
WORD: reddeder, FREQ: 1
WORD: geçirdikleri, FREQ: 1
WORD: gecenin, FREQ: 1
WORD: sessizce, FREQ: 1
WORD: evden, FREQ: 1
WORD: koþmaya, FREQ: 1
WORD: karar, FREQ: 1
WORD: koþusu, FREQ: 1
WORD: batý, FREQ: 1
WORD: sahilinden, FREQ: 1
WORD: doðu, FREQ: 1
WORD: sahiline, FREQ: 1
WORD: uzanan, FREQ: 1
WORD: maratona, FREQ: 1
WORD: dönüþür, FREQ: 1
WORD: takipçisi, FREQ: 1
WORD: iflas, FREQ: 1
WORD: etmiþ, FREQ: 1
WORD: giriþimciye, FREQ: 1
WORD: koþmayý, FREQ: 1
WORD: aniden, FREQ: 1
WORD: evine, FREQ: 1
WORD: jenny’den, FREQ: 1
WORD: ziyaret, FREQ: 1
WORD: etmesini, FREQ: 1
WORD: isteyen, FREQ: 1
WORD: anlatmasýna, FREQ: 1
WORD: mektup, FREQ: 1
WORD: buluþtuktan, FREQ: 1
WORD: adýnda, FREQ: 1
WORD: haley, FREQ: 1
WORD: joel, FREQ: 1
WORD: osment, FREQ: 1
WORD: öðrenir, FREQ: 1
WORD: bilinmeyen, FREQ: 1
WORD: virüsün, FREQ: 1
WORD: bulaþtýðýný, FREQ: 1
WORD: söyler, FREQ: 1
WORD: sefer, FREQ: 1
WORD: teklifini, FREQ: 1
WORD: yapar, FREQ: 1
WORD: alabama’ya, FREQ: 1
WORD: dönerler, FREQ: 1
WORD: düðün, FREQ: 1
WORD: törenine, FREQ: 1
WORD: protez, FREQ: 1
WORD: kullanmaya, FREQ: 1
WORD: baþlayan, FREQ: 1
WORD: niþanlýsý, FREQ: 1
WORD: okulun, FREQ: 1
WORD: servisine, FREQ: 1
WORD: bindirmek, FREQ: 1
WORD: baþladýðýnda, FREQ: 1
WORD: oturduðu, FREQ: 1
WORD: aðaç, FREQ: 1
WORD: kütüðünün, FREQ: 1
WORD: bekler, FREQ: 1
WORD: kitap, FREQ: 1
WORD: ayracý, FREQ: 1
WORD: kullandýðý, FREQ: 1
WORD: rüzgarda, FREQ: 1
WORD: uçuþmasýný, FREQ: 1
WORD: izler, FREQ: 1
WORD: hanks , FREQ: 1
WORD: çocukluðunda, FREQ: 1
WORD: ortalama, FREQ: 1
WORD: iq’nun, FREQ: 1
WORD: altýnda, FREQ: 1
WORD: düþünülmesine, FREQ: 1
WORD: sevdiren, FREQ: 1
WORD: karakterinin, FREQ: 1
WORD: sevdiklerine, FREQ: 1
WORD: görevine, FREQ: 1
WORD: baðlýlýðý, FREQ: 1
WORD: deðiþtiren, FREQ: 1
WORD: olayý, FREQ: 1
WORD: beraberinde, FREQ: 1
WORD: getiren, FREQ: 1
WORD: özellikleri…, FREQ: 1
WORD: hayatýn, FREQ: 1
WORD: akýþýnda, FREQ: 1
WORD: tarihte, FREQ: 1
WORD: edinmiþ, FREQ: 1
WORD: figür, FREQ: 1
WORD: olayla, FREQ: 1
WORD: travolta, FREQ: 1
WORD: oyuncusu, FREQ: 1
WORD: seçilir, FREQ: 1
WORD: role, FREQ: 1
WORD: seçilmesinin, FREQ: 1
WORD: hata, FREQ: 1
WORD: bill, FREQ: 1
WORD: murray’, FREQ: 1
WORD: deðerlendirilmiþtir, FREQ: 1
WORD: senaryoyu, FREQ: 1
WORD: buçuk, FREQ: 1
WORD: saat, FREQ: 1
WORD: okuduktan, FREQ: 1
WORD: çarpýtýlmamasý, FREQ: 1
WORD: þartýyla, FREQ: 1
WORD: curran, FREQ: 1
WORD: görüþte, FREQ: 1
WORD: ömür, FREQ: 1
WORD: boyu, FREQ: 1
WORD: sevmekten, FREQ: 1
WORD: vazgeçmediði, FREQ: 1
WORD: çocukluk, FREQ: 1
WORD: tacize, FREQ: 1
WORD: maruz, FREQ: 1
WORD: forrest’ýnkinden, FREQ: 1
WORD: tamamen, FREQ: 1
WORD: çizgisini, FREQ: 1
WORD: tercih, FREQ: 1
WORD: yýllarýn, FREQ: 1
WORD: hippie, FREQ: 1
WORD: akýmýna, FREQ: 1
WORD: kapýlarak, FREQ: 1
WORD: uyuþturucu, FREQ: 1
WORD: kullanýr, FREQ: 1
WORD: yetiþkinlik, FREQ: 1
WORD: döneminde, FREQ: 1
WORD: zamanlarda, FREQ: 1
WORD: hayatýna, FREQ: 1
WORD: girip, FREQ: 1
WORD: savannah’ta, FREQ: 1
WORD: garson, FREQ: 1
WORD: çalýþmaya, FREQ: 1
WORD: apartman, FREQ: 1
WORD: dairesinde, FREQ: 1
WORD: yaþar, FREQ: 1
WORD: belirlenemeyen, FREQ: 1
WORD: hastalýktan, FREQ: 1
WORD: hastalýk, FREQ: 1
WORD: cdc, FREQ: 1
WORD: centre, FREQ: 1
WORD: disease, FREQ: 1
WORD: control, FREQ: 1
WORD: aids, FREQ: 1
WORD: adlandýrýldý, FREQ: 1
WORD: amerika’nýn, FREQ: 1
WORD: atalarýndan, FREQ: 1
WORD: ölen, FREQ: 1
WORD: kendinin, FREQ: 1
WORD: sonunun, FREQ: 1
WORD: inanan, FREQ: 1
WORD: savaþýndaki, FREQ: 1
WORD: düþürüldükleri, FREQ: 1
WORD: pusuda, FREQ: 1
WORD: bacaklarýný, FREQ: 1
WORD: kaybeden, FREQ: 1
WORD: býraktýðý, FREQ: 1
WORD: derin, FREQ: 1
WORD: depresyona, FREQ: 1
WORD: ittiði, FREQ: 1
WORD: þirketinde, FREQ: 1
WORD: emirlerin, FREQ: 1
WORD: çoðunu, FREQ: 1
WORD: yaþama, FREQ: 1
WORD: sevincini, FREQ: 1
WORD: yeniden, FREQ: 1
WORD: affeder, FREQ: 1
WORD: bufor, FREQ: 1
WORD: williamsons, FREQ: 1
WORD: forest’ýn, FREQ: 1
WORD: orduya, FREQ: 1
WORD: katýlmasýyla, FREQ: 1
WORD: tanýþtýðý, FREQ: 1
WORD: arkadaþýdýr, FREQ: 1
WORD: baþlangýçta, FREQ: 1
WORD: asýl, FREQ: 1
WORD: olacaktýr, FREQ: 1
WORD: onun, FREQ: 1
WORD: vietnam’da, FREQ: 1
WORD: ölmesiyle, FREQ: 1
WORD: þirketteki, FREQ: 1
WORD: payýný, FREQ: 1
WORD: teslim, FREQ: 1
WORD: dudaklarýný, FREQ: 1
WORD: aþaðý, FREQ: 1
WORD: sarkýtabilmek, FREQ: 1
WORD: aparat, FREQ: 1
WORD: takmýþtýr, FREQ: 1
WORD: kocasýnýn, FREQ: 1
WORD: terk, FREQ: 1
WORD: etmesinin, FREQ: 1
WORD: adayan, FREQ: 1
WORD: koþulsuz, FREQ: 1
WORD: oðluna, FREQ: 1
WORD: adar, FREQ: 1
WORD: dialoglarýnýn, FREQ: 1
WORD: birer, FREQ: 1
WORD: slogan, FREQ: 1
WORD: niteliðindedir, FREQ: 1
WORD: sürülen, FREQ: 1
WORD: dayanmaktadýr, FREQ: 1
WORD: gerek, FREQ: 1
WORD: gerekse, FREQ: 1
WORD: romanda, FREQ: 1
WORD: gump’týr, FREQ: 1
WORD: on, FREQ: 1
WORD: bölümünü, FREQ: 1
WORD: içerir, FREQ: 1
WORD: kurulmasý, FREQ: 1
WORD: sonundaki, FREQ: 1
WORD: oðluyla, FREQ: 1
WORD: buluþmasý, FREQ: 1
WORD: sahnelerini, FREQ: 1
WORD: atlar, FREQ: 1
WORD: romandaki, FREQ: 1
WORD: bölümlerin, FREQ: 1
WORD: atlanmasýna, FREQ: 1
WORD: destek, FREQ: 1
WORD: kullanmasý, FREQ: 1
WORD: boydan, FREQ: 1
WORD: boya, FREQ: 1
WORD: koþarak, FREQ: 1
WORD: geçmesi, FREQ: 1
WORD: eklenmiþtir, FREQ: 1
WORD: ayrýca, FREQ: 1
WORD: deðiþtirilmiþtir, FREQ: 1
WORD: seçilmeden, FREQ: 1
WORD: yönetmene, FREQ: 1
WORD: teklifte, FREQ: 1
WORD: bulunulmuþtur, FREQ: 1
WORD: terry, FREQ: 1
WORD: gilliam, FREQ: 1
WORD: teklifi, FREQ: 1
WORD: direkt, FREQ: 1
WORD: reddetmiþtir, FREQ: 1
WORD: sonnenfeld, FREQ: 1
WORD: teklifle, FREQ: 1
WORD: ilgilenmiþ, FREQ: 1
WORD: addams, FREQ: 1
WORD: family, FREQ: 1
WORD: values, FREQ: 1
WORD: çekmek, FREQ: 1
WORD: ayrýlmýþtýr, FREQ: 1
WORD: ayýndan, FREQ: 1
WORD: yýlýn, FREQ: 1
WORD: aralýk, FREQ: 1
WORD: ayýna, FREQ: 1
WORD: etmiþtir, FREQ: 1
WORD: setinin, FREQ: 1
WORD: kurulsa, FREQ: 1
WORD: beaufort, FREQ: 1
WORD: virginia, FREQ: 1
WORD: kýyý, FREQ: 1
WORD: kesimlerinde, FREQ: 1
WORD: kasabasýnýn, FREQ: 1
WORD: çarþý, FREQ: 1
WORD: merkez, FREQ: 1
WORD: varville, FREQ: 1
WORD: bölgesinde, FREQ: 1
WORD: gerçekleþtirilmiþtir, FREQ: 1
WORD: çatýþma, FREQ: 1
WORD: anýnda, FREQ: 1
WORD: koþarken, FREQ: 1
WORD: görüntüleri, FREQ: 1
WORD: fripp, FREQ: 1
WORD: adasýnda, FREQ: 1
WORD: bölümleri, FREQ: 1
WORD: biltmore, FREQ: 1
WORD: estate, FREQ: 1
WORD: ashaville’de, FREQ: 1
WORD: york’ta, FREQ: 1
WORD: york, FREQ: 1
WORD: yakýnlarýndaki, FREQ: 1
WORD: katlý, FREQ: 1
WORD: house”, FREQ: 1
WORD: combahee, FREQ: 1
WORD: nehri, FREQ: 1
WORD: yakýnlarýnda, FREQ: 1
WORD: inþa, FREQ: 1
WORD: edilirken, FREQ: 1
WORD: yakýnlardaki, FREQ: 1
WORD: alanda, FREQ: 1
WORD: curran’ýn, FREQ: 1
WORD: sahnelerinde, FREQ: 1
WORD: ortamý, FREQ: 1
WORD: benzetebilmek, FREQ: 1
WORD: amacýyla, FREQ: 1
WORD: yirmiden, FREQ: 1
WORD: palmiye, FREQ: 1
WORD: aðacý, FREQ: 1
WORD: kullanýldý, FREQ: 1
WORD: savannah’taki, FREQ: 1
WORD: chippewa, FREQ: 1
WORD: square’de, FREQ: 1
WORD: duraðýndaki, FREQ: 1
WORD: banka, FREQ: 1
WORD: angeles’taki, FREQ: 1
WORD: üniversitesinde, FREQ: 1
WORD: ekibi, FREQ: 1
WORD: indistrual, FREQ: 1
WORD: light, FREQ: 1
WORD: magic, FREQ: 1
WORD: efektlerinden, FREQ: 1
WORD: sorumluydu, FREQ: 1
WORD: sahnelerde, FREQ: 1
WORD: tekniðini, FREQ: 1
WORD: kullanýlarak, FREQ: 1
WORD: anda, FREQ: 1
WORD: olmayan, FREQ: 1
WORD: kimselerle, FREQ: 1
WORD: gelip, FREQ: 1
WORD: el, FREQ: 1
WORD: sýkýþmasý, FREQ: 1
WORD: saðlandý, FREQ: 1
WORD: figürlerin, FREQ: 1
WORD: seslerini, FREQ: 1
WORD: kaydedebilmek, FREQ: 1
WORD: seslendirme, FREQ: 1
WORD: sanatçýlarý, FREQ: 1
WORD: istihdam, FREQ: 1
WORD: edilmiþ, FREQ: 1
WORD: yeni, FREQ: 1
WORD: diyaloglardaki, FREQ: 1
WORD: aðýz, FREQ: 1
WORD: yüz, FREQ: 1
WORD: mimiklerini, FREQ: 1
WORD: televizyon, FREQ: 1
WORD: görüntülerinin, FREQ: 1
WORD: içine, FREQ: 1
WORD: hanks’i, FREQ: 1
WORD: yerleþtirebilmek, FREQ: 1
WORD: chrome, FREQ: 1
WORD: key, FREQ: 1
WORD: image, FREQ: 1
WORD: warping, FREQ: 1
WORD: morphing, FREQ: 1
WORD: rotoscoping, FREQ: 1
WORD: teknikleri, FREQ: 1
WORD: sahnelerden, FREQ: 1
WORD: birinde, FREQ: 1
WORD: bubba’yý, FREQ: 1
WORD: arka, FREQ: 1
WORD: planda, FREQ: 1
WORD: napalm, FREQ: 1
WORD: bombalarý, FREQ: 1
WORD: patlarken, FREQ: 1
WORD: taþýmaktadýr, FREQ: 1
WORD: sahnenin, FREQ: 1
WORD: çekiminde, FREQ: 1
WORD: dublörler, FREQ: 1
WORD: williamson’ýn, FREQ: 1
WORD: hanks’in, FREQ: 1
WORD: williamson’ý, FREQ: 1
WORD: taþýyabilmesi, FREQ: 1
WORD: tel, FREQ: 1
WORD: kayan, FREQ: 1
WORD: çengelli, FREQ: 1
WORD: halat, FREQ: 1
WORD: taþýma, FREQ: 1
WORD: çekilerek, FREQ: 1
WORD: koþuyormuþ, FREQ: 1
WORD: gösterilmiþtir, FREQ: 1
WORD: gereði, FREQ: 1
WORD: bacaklarýnýn, FREQ: 1
WORD: görünmemesi, FREQ: 1
WORD: bacaklarý, FREQ: 1
WORD: mavi, FREQ: 1
WORD: bezle, FREQ: 1
WORD: sarýlmýþ, FREQ: 1
WORD: göründüðü, FREQ: 1
WORD: sahnede, FREQ: 1
WORD: kýsýmlarý, FREQ: 1
WORD: tekniðiyle, FREQ: 1
WORD: boyanmýþtýr, FREQ: 1
WORD: washington, FREQ: 1
WORD: dc, FREQ: 1
WORD: lincoln, FREQ: 1
WORD: anýtý, FREQ: 1
WORD: reflecting, FREQ: 1
WORD: pool’da, FREQ: 1
WORD: düzenlenen, FREQ: 1
WORD: barýþ, FREQ: 1
WORD: gösterisinde, FREQ: 1
WORD: buluþma, FREQ: 1
WORD: görüntülerinde, FREQ: 1
WORD: günden, FREQ: 1
WORD: süren, FREQ: 1
WORD: çekimlerde, FREQ: 1
WORD: ekstragörüntü, FREQ: 1
WORD: çekimin, FREQ: 1
WORD: insanlarýn, FREQ: 1
WORD: yerleri, FREQ: 1
WORD: deðiþtirilerek, FREQ: 1
WORD: kamera, FREQ: 1
WORD: açýlarý, FREQ: 1
WORD: çekim, FREQ: 1
WORD: yapýlmýþtýr, FREQ: 1
WORD: bilgisayarlarýn, FREQ: 1
WORD: yardýmýyla, FREQ: 1
WORD: görüntüler, FREQ: 1
WORD: çoðaltýldý, FREQ: 1
WORD: yüzbinlerce, FREQ: 1
WORD: kiþiden, FREQ: 1
WORD: oluþturuldu, FREQ: 1
WORD: görüþ, FREQ: 1
WORD: bildirilmiþtir, FREQ: 1
WORD: rotter, FREQ: 1
WORD: kiþiden , FREQ: 1
WORD: bildirimde, FREQ: 1
WORD: bulunduðunu, FREQ: 1
WORD: belirtmiþtir, FREQ: 1
WORD: normalleþtirilmiþ, FREQ: 1
WORD: oylama, FREQ: 1
WORD: sistemi, FREQ: 1
WORD: kullanan, FREQ: 1
WORD: metacritic, FREQ: 1
WORD: izleyiciden , FREQ: 1
WORD: oy, FREQ: 1
WORD: kulladýðýný, FREQ: 1
WORD: söylemiþtir, FREQ: 1
WORD: chicago, FREQ: 1
WORD: times’dan, FREQ: 1
WORD: ebert, FREQ: 1
WORD: gibisiyle, FREQ: 1
WORD: karþýlaþmadým, FREQ: 1
WORD: izlemedim, FREQ: 1
WORD: aslýnda, FREQ: 1
WORD: açýklamaya, FREQ: 1
WORD: çalýþmak, FREQ: 1
WORD: onu, FREQ: 1
WORD: olduðundan, FREQ: 1
WORD: bilindik, FREQ: 1
WORD: türden, FREQ: 1
WORD: gösterebilir, FREQ: 1
WORD: þeyler, FREQ: 1
WORD: gerekirse, FREQ: 1
WORD: bence, FREQ: 1
WORD: türünde, FREQ: 1
WORD: olabilir, FREQ: 1
WORD: hayal, FREQ: 1
