WORD: senarist, FREQ: 1
WORD: kütüphanesi, FREQ: 1
WORD: tarafýndan, FREQ: 1
WORD: kültürel, FREQ: 1
WORD: estetik, FREQ: 1
WORD: önemli, FREQ: 1
WORD: arasýna, FREQ: 1
WORD: seçilerek, FREQ: 1
WORD: ulusal, FREQ: 1
WORD: arþivi, FREQ: 1
WORD: nde, FREQ: 1
WORD: muhafaza, FREQ: 1
WORD: edilmesine, FREQ: 1
WORD: i?çindekiler, FREQ: 1
WORD: hikâye, FREQ: 1
WORD: davasýndaki, FREQ: 1
WORD: yargýcýn, FREQ: 1
WORD: jüriye, FREQ: 1
WORD: talimatlar, FREQ: 1
WORD: verdiði, FREQ: 1
WORD: kapanýþ, FREQ: 1
WORD: konuþmasýnýn, FREQ: 1
WORD: amerikan, FREQ: 1
WORD: yasalarýna, FREQ: 1
WORD: göre, FREQ: 1
WORD: kararý, FREQ: 1
WORD: ya, FREQ: 1
WORD: alýnmalýdýr, FREQ: 1
WORD: alýnmamýþ, FREQ: 1
WORD: kendini, FREQ: 1
WORD: feshetmesi, FREQ: 1
WORD: davanýn, FREQ: 1
WORD: görülmesi, FREQ: 1
WORD: anlamýna, FREQ: 1
WORD: gelir, FREQ: 1
WORD: karara, FREQ: 1
WORD: baðlamasý, FREQ: 1
WORD: gereken, FREQ: 1
WORD: konu, FREQ: 1
WORD: þehrin, FREQ: 1
WORD: fakir, FREQ: 1
WORD: bölgesinde, FREQ: 1
WORD: yaþayan, FREQ: 1
WORD: zanlýnýn, FREQ: 1
WORD: öldürüp, FREQ: 1
WORD: öldürmediðine, FREQ: 1
WORD: vermektir, FREQ: 1
WORD: sanýðýn, FREQ: 1
WORD: bulunmasý, FREQ: 1
WORD: halinde, FREQ: 1
WORD: uygulanacak, FREQ: 1
WORD: cezanýn, FREQ: 1
WORD: idam, FREQ: 1
WORD: olacaðý, FREQ: 1
WORD: elektrikli, FREQ: 1
WORD: sandalye, FREQ: 1
WORD: bilgilendirilir, FREQ: 1
WORD: üyesi, FREQ: 1
WORD: davayý, FREQ: 1
WORD: tartýþacaklarý, FREQ: 1
WORD: birbirlerinin, FREQ: 1
WORD: kiþiliðini, FREQ: 1
WORD: tanýyacaklarý, FREQ: 1
WORD: odasýna, FREQ: 1
WORD: girerler, FREQ: 1
WORD: bundan, FREQ: 1
WORD: sonraki, FREQ: 1
WORD: konusu, FREQ: 1
WORD: bazý, FREQ: 1
WORD: durumlarda, FREQ: 1
WORD: önyargýlara, FREQ: 1
WORD: dayanan, FREQ: 1
WORD: oybirliðine, FREQ: 1
WORD: ulaþma, FREQ: 1
WORD: yolunda, FREQ: 1
WORD: karþýlaþtýklarý, FREQ: 1
WORD: zorluklar, FREQ: 1
WORD: etrafýnda, FREQ: 1
WORD: döner, FREQ: 1
WORD: oylamada, FREQ: 1
WORD: farklý, FREQ: 1
WORD: görüþ, FREQ: 1
WORD: bildirir, FREQ: 1
WORD: sekizinci, FREQ: 1
WORD: delillerin, FREQ: 1
WORD: ikinci, FREQ: 1
WORD: dereceden, FREQ: 1
WORD: adil, FREQ: 1
WORD: tartýþmayý, FREQ: 1
WORD: hakettiðini, FREQ: 1
WORD: belirtir, FREQ: 1
WORD: sorgulamaya, FREQ: 1
WORD: tanýðýnýn, FREQ: 1
WORD: olmasýnýn, FREQ: 1
WORD: güvenilirliði, FREQ: 1
WORD: kesinliði, FREQ: 1
WORD: belirtildiði, FREQ: 1
WORD: eþsiz, FREQ: 1
WORD: olmamasý, FREQ: 1
WORD: aynýsýný, FREQ: 1
WORD: cebinden, FREQ: 1
WORD: çýkararak, FREQ: 1
WORD: üyelere, FREQ: 1
WORD: gösterir, FREQ: 1
WORD: þüpheli, FREQ: 1
WORD: durumlarý, FREQ: 1
WORD: göz, FREQ: 1
WORD: önüne, FREQ: 1
WORD: alarak, FREQ: 1
WORD: sekiz, FREQ: 1
WORD: numaralý, FREQ: 1
WORD: azýlý, FREQ: 1
WORD: rakipleri, FREQ: 1
WORD: jüriler, FREQ: 1
WORD: bahanesinin, FREQ: 1
WORD: berbat, FREQ: 1
WORD: gecesi, FREQ: 1
WORD: gittiðini, FREQ: 1
WORD: iddia, FREQ: 1
WORD: ettiði, FREQ: 1
WORD: hakkýnda, FREQ: 1
WORD: herhangi, FREQ: 1
WORD: ayrýntý, FREQ: 1
WORD: hatýrlamadýðýný, FREQ: 1
WORD: öldürmek, FREQ: 1
WORD: yeterince, FREQ: 1
WORD: motivasyonunun, FREQ: 1
WORD: belirtirler, FREQ: 1
WORD: kararýný, FREQ: 1
WORD: savunanlar, FREQ: 1
WORD: hafýza, FREQ: 1
WORD: eksikliði, FREQ: 1
WORD: yaþadýðý, FREQ: 1
WORD: panik, FREQ: 1
WORD: açýklanabileceðeni, FREQ: 1
WORD: tanýklardan, FREQ: 1
WORD: adamýn, FREQ: 1
WORD: ilgi, FREQ: 1
WORD: çekmeye, FREQ: 1
WORD: çalýþmýþ, FREQ: 1
WORD: olabileceðini, FREQ: 1
WORD: diðerinin, FREQ: 1
WORD: cinayete, FREQ: 1
WORD: gözünde, FREQ: 1
WORD: gözlükleri, FREQ: 1
WORD: yokken, FREQ: 1
WORD: tanýk, FREQ: 1
WORD: olmuþ, FREQ: 1
WORD: olabileceði, FREQ: 1
WORD: söylerler, FREQ: 1
WORD: müzakere, FREQ: 1
WORD: devam, FREQ: 1
WORD: ederken, FREQ: 1
WORD: üyeleri, FREQ: 1
WORD: son, FREQ: 1
WORD: sýrasýyla, FREQ: 1
WORD: kararýna, FREQ: 1
WORD: doðru, FREQ: 1
WORD: yönelmeye, FREQ: 1
WORD: baþlarlar, FREQ: 1
WORD: senaryosu, FREQ: 1
WORD: baþlangýçta, FREQ: 1
WORD: cbs, FREQ: 1
WORD: programý, FREQ: 1
WORD: studio, FREQ: 1
WORD: yayýnlandý, FREQ: 1
WORD: çalýþmanýn, FREQ: 1
WORD: tekrar, FREQ: 1
WORD: bulunana, FREQ: 1
WORD: kadar, FREQ: 1
WORD: kaybolduðu, FREQ: 1
WORD: sanýlýyordu, FREQ: 1
WORD: programýnýn, FREQ: 1
WORD: baþarasýnýn, FREQ: 1
WORD: sonucu, FREQ: 1
WORD: uyarlamasý, FREQ: 1
WORD: oldu, FREQ: 1
WORD: önce, FREQ: 1
WORD: çeþitli, FREQ: 1
WORD: oyunlar, FREQ: 1
WORD: programlarý, FREQ: 1
WORD: yöneten, FREQ: 1
WORD: tarafýnda, FREQ: 1
WORD: projeye, FREQ: 1
WORD: dahil, FREQ: 1
WORD: edildi, FREQ: 1
WORD: zamanda, FREQ: 1
WORD: nýn, FREQ: 1
WORD: tek, FREQ: 1
WORD: yapýmcýlýk, FREQ: 1
WORD: denemeleridir, FREQ: 1
WORD: sonra, FREQ: 1
WORD: asla, FREQ: 1
WORD: olmayacaðýný, FREQ: 1
WORD: belirtmiþtir, FREQ: 1
WORD: milliyet, FREQ: 1
WORD: gazetesinde, FREQ: 1
WORD: çýkan, FREQ: 1
WORD: ilân, FREQ: 1
WORD: ýn, FREQ: 1
WORD: türkiye, FREQ: 1
WORD: sinemalarda, FREQ: 1
WORD: adýyla, FREQ: 1
WORD: gösterime, FREQ: 1
WORD: girdiðini, FREQ: 1
WORD: bildiriyor, FREQ: 1
WORD: friedkin, FREQ: 1
WORD: c, FREQ: 1
WORD: scott, FREQ: 1
WORD: james, FREQ: 1
WORD: gandolfini, FREQ: 1
WORD: tony, FREQ: 1
WORD: danza, FREQ: 1
WORD: petersen, FREQ: 1
WORD: ossie, FREQ: 1
WORD: davis, FREQ: 1
WORD: hume, FREQ: 1
WORD: cronyn, FREQ: 1
WORD: courtney, FREQ: 1
WORD: b, FREQ: 1
WORD: vance, FREQ: 1
WORD: armin, FREQ: 1
WORD: mueller, FREQ: 1
WORD: stahl, FREQ: 1
WORD: lemmon, FREQ: 1
WORD: aldý, FREQ: 1
WORD: yargýç, FREQ: 1
WORD: kadýndý, FREQ: 1
WORD: dördü, FREQ: 1
WORD: afro, FREQ: 1
WORD: amerikalýlardan, FREQ: 1
WORD: oluþuyordu, FREQ: 1
WORD: röportajlarda, FREQ: 1
WORD: yapýmcýlar, FREQ: 1
WORD: adýný, FREQ: 1
WORD: deðiþtirmek, FREQ: 1
WORD: istemedikleri, FREQ: 1
WORD: içinjüriye, FREQ: 1
WORD: koymadýklarýný, FREQ: 1
WORD: belirttiler, FREQ: 1
WORD: filmdeki, FREQ: 1
WORD: sahneler, FREQ: 1
WORD: diyaloglarýn, FREQ: 1
WORD: büyük, FREQ: 1
WORD: çoðunluðu, FREQ: 1
WORD: orijinali, FREQ: 1
WORD: aynýdýr, FREQ: 1
WORD: ancak, FREQ: 1
WORD: odasýnda, FREQ: 1
WORD: sigara, FREQ: 1
WORD: içilememesi, FREQ: 1
WORD: ara, FREQ: 1
WORD: sýra, FREQ: 1
WORD: küfür, FREQ: 1
WORD: yenilemeler, FREQ: 1
WORD: rus, FREQ: 1
WORD: nikita, FREQ: 1
WORD: mikhalkov, FREQ: 1
WORD: kendi, FREQ: 1
WORD: yapýmýný, FREQ: 1
WORD: tamamladý, FREQ: 1
WORD: venedik, FREQ: 1
WORD: festivali, FREQ: 1
WORD: jürisi, FREQ: 1
WORD: yapýma, FREQ: 1
WORD: özel, FREQ: 1
WORD: ödül, FREQ: 1
WORD: verdi, FREQ: 1
WORD: hancock, FREQ: 1
WORD: half, FREQ: 1
WORD: hour, FREQ: 1
WORD: happy, FREQ: 1
WORD: days, FREQ: 1
WORD: simpsons, FREQ: 1
WORD: veronica, FREQ: 1
WORD: mars, FREQ: 1
WORD: dizilerde, FREQ: 1
WORD: parodilerine, FREQ: 1
WORD: þubat, FREQ: 1
WORD: kaynaðýndan, FREQ: 1
WORD: arþivlendi, FREQ: 1
WORD: archive, FREQ: 1
WORD: wiki, FREQ: 1
WORD: eriþim, FREQ: 1
WORD: aralýk, FREQ: 1
WORD: stage, FREQ: 1
WORD: struck, FREQ: 1
WORD: that, FREQ: 1
WORD: woman, FREQ: 1
WORD: fugitive, FREQ: 1
WORD: köprüden, FREQ: 1
WORD: görünüþ, FREQ: 1
WORD: view, FREQ: 1
WORD: from, FREQ: 1
WORD: bridge, FREQ: 1
WORD: günden, FREQ: 1
WORD: geceye, FREQ: 1
WORD: long, FREQ: 1
WORD: journey, FREQ: 1
WORD: into, FREQ: 1
WORD: tefeci, FREQ: 1
WORD: pawnbroker, FREQ: 1
WORD: dönüþü, FREQ: 1
WORD: olmayan, FREQ: 1
WORD: nokta, FREQ: 1
WORD: fail, FREQ: 1
WORD: safe, FREQ: 1
WORD: tepe, FREQ: 1
WORD: group, FREQ: 1
WORD: öldüren, FREQ: 1
WORD: kim, FREQ: 1
WORD: deadly, FREQ: 1
WORD: affair, FREQ: 1
WORD: braverman, FREQ: 1
WORD: sea, FREQ: 1
WORD: gull, FREQ: 1
WORD: randevu, FREQ: 1
WORD: appointment, FREQ: 1
WORD: filmed, FREQ: 1
WORD: record, FREQ: 1
WORD: montgomery, FREQ: 1
WORD: memphis, FREQ: 1
WORD: last, FREQ: 1
WORD: mobile, FREQ: 1
WORD: hot, FREQ: 1
WORD: shots, FREQ: 1
WORD: anderson, FREQ: 1
WORD: tapes, FREQ: 1
WORD: child, FREQ: 1
WORD: play, FREQ: 1
WORD: suç, FREQ: 1
WORD: offence, FREQ: 1
WORD: serpico, FREQ: 1
WORD: lovin, FREQ: 1
WORD: molly, FREQ: 1
WORD: þark, FREQ: 1
WORD: ekspresinde, FREQ: 1
WORD: murder, FREQ: 1
WORD: orient, FREQ: 1
WORD: express, FREQ: 1
WORD: köpeklerin, FREQ: 1
WORD: günü, FREQ: 1
WORD: dog, FREQ: 1
WORD: afternoon, FREQ: 1
WORD: þebeke, FREQ: 1
WORD: network, FREQ: 1
WORD: küheylan, FREQ: 1
WORD: equus, FREQ: 1
WORD: wiz, FREQ: 1
WORD: just, FREQ: 1
WORD: tell, FREQ: 1
WORD: what, FREQ: 1
WORD: want, FREQ: 1
WORD: kentin, FREQ: 1
WORD: prensi, FREQ: 1
WORD: prince, FREQ: 1
WORD: city, FREQ: 1
WORD: ölüm, FREQ: 1
WORD: tuzaðý, FREQ: 1
WORD: deathtrap, FREQ: 1
WORD: verdict, FREQ: 1
WORD: daniel, FREQ: 1
WORD: konuþuyor, FREQ: 1
WORD: talks, FREQ: 1
WORD: power, FREQ: 1
WORD: morning, FREQ: 1
WORD: after, FREQ: 1
WORD: boþu, FREQ: 1
WORD: boþuna, FREQ: 1
WORD: running, FREQ: 1
WORD: empty, FREQ: 1
WORD: aile, FREQ: 1
WORD: þirketi, FREQ: 1
WORD: family, FREQ: 1
WORD: business, FREQ: 1
WORD: q, FREQ: 1
WORD: stranger, FREQ: 1
WORD: among, FREQ: 1
WORD: us, FREQ: 1
WORD: günahkarlar, FREQ: 1
WORD: as, FREQ: 1
WORD: sin, FREQ: 1
WORD: falls, FREQ: 1
WORD: manhattan, FREQ: 1
WORD: critical, FREQ: 1
WORD: care, FREQ: 1
WORD: gloria, FREQ: 1
WORD: strip, FREQ: 1
WORD: search, FREQ: 1
WORD: beni, FREQ: 1
WORD: bulun, FREQ: 1
WORD: find, FREQ: 1
WORD: before, FREQ: 1
WORD: devil, FREQ: 1
WORD: knows, FREQ: 1
WORD: re, FREQ: 1
WORD: dead, FREQ: 1
WORD: altýn, FREQ: 1
WORD: ayý, FREQ: 1
WORD: kazanan, FREQ: 1
WORD: filmler –, FREQ: 1
WORD: four, FREQ: 1
WORD: jeep, FREQ: 1
WORD: sans, FREQ: 1
WORD: laisser, FREQ: 1
WORD: adresse, FREQ: 1
WORD: beaver, FREQ: 1
WORD: valley, FREQ: 1
WORD: justice, FREQ: 1
WORD: is, FREQ: 1
WORD: done, FREQ: 1
WORD: cinderella, FREQ: 1
WORD: summer, FREQ: 1
WORD: happiness, FREQ: 1
WORD: wages, FREQ: 1
WORD: fear, FREQ: 1
WORD: hobson, FREQ: 1
WORD: choice, FREQ: 1
WORD: die, FREQ: 1
WORD: ratten, FREQ: 1
WORD: invitation, FREQ: 1
WORD: dance, FREQ: 1
WORD: yaban, FREQ: 1
WORD: çilekleri, FREQ: 1
WORD: les, FREQ: 1
WORD: cousins, FREQ: 1
WORD: tüm, FREQ: 1
WORD: liste ·, FREQ: 1
WORD: ilgili, FREQ: 1
WORD: taslaktýr, FREQ: 1
WORD: içeriðini, FREQ: 1
WORD: geliþtirerek, FREQ: 1
WORD: vikipedi, FREQ: 1
WORD: ye, FREQ: 1
WORD: katkýda, FREQ: 1
WORD: bulunabilirsiniz, FREQ: 1
WORD: angry, FREQ: 2
WORD: men, FREQ: 2
WORD: yönetmen, FREQ: 2
WORD: yapýmcý, FREQ: 2
WORD: george, FREQ: 2
WORD: yönetmeni, FREQ: 2
WORD: filmi, FREQ: 2
WORD: nisan, FREQ: 2
WORD: i?ngilizce, FREQ: 2
WORD: un, FREQ: 2
WORD: ayný, FREQ: 2
WORD: adlý, FREQ: 2
WORD: üyesinin, FREQ: 2
WORD: konusunda, FREQ: 2
WORD: dýþýnda, FREQ: 2
WORD: çocuk, FREQ: 2
WORD: yaþlý, FREQ: 2
WORD: kadýn, FREQ: 2
WORD: tarihi, FREQ: 2
WORD: filmler, FREQ: 2
WORD: verilmiþtir, FREQ: 2
WORD: özet, FREQ: 2
WORD: uyarlamalar, FREQ: 2
WORD: kaynaklar, FREQ: 2
WORD: sonrasýnda, FREQ: 2
WORD: baþlar, FREQ: 2
WORD: oybirliði, FREQ: 2
WORD: olan, FREQ: 2
WORD: babasýný, FREQ: 2
WORD: iki, FREQ: 2
WORD: üyelerinin, FREQ: 2
WORD: cinayette, FREQ: 2
WORD: kullanýlan, FREQ: 2
WORD: býçaðýn, FREQ: 2
WORD: te, FREQ: 2
WORD: one, FREQ: 2
WORD: tarihinde, FREQ: 2
WORD: william, FREQ: 2
WORD: yapýmda, FREQ: 2
WORD: yer, FREQ: 2
WORD: king, FREQ: 2
WORD: hill, FREQ: 2
WORD: national, FREQ: 2
WORD: registry, FREQ: 2
WORD: wikipedia, FREQ: 2
WORD: http, FREQ: 2
WORD: web, FREQ: 2
WORD: t, FREQ: 2
WORD: kind, FREQ: 2
WORD: lar, FREQ: 2
WORD: day, FREQ: 2
WORD: night, FREQ: 2
WORD: bye, FREQ: 2
WORD: to, FREQ: 2
WORD: me, FREQ: 2
WORD: you, FREQ: 2
WORD: garbo, FREQ: 2
WORD: guilty, FREQ: 2
WORD: madde, FREQ: 2
WORD: henry, FREQ: 3
WORD: g, FREQ: 3
WORD: jack, FREQ: 3
WORD: sinema, FREQ: 3
WORD: yapým, FREQ: 3
WORD: diðer, FREQ: 3
WORD: sadece, FREQ: 3
WORD: filmde, FREQ: 3
WORD: ayrýca, FREQ: 3
WORD: suçlu, FREQ: 3
WORD: olduðunu, FREQ: 3
WORD: çocuðun, FREQ: 3
WORD: gibi, FREQ: 3
WORD: en, FREQ: 3
WORD: için, FREQ: 3
WORD: yapýldý, FREQ: 3
WORD: daha, FREQ: 3
WORD: org, FREQ: 3
WORD: d, FREQ: 3
WORD: reginald, FREQ: 4
WORD: suçsuz, FREQ: 4
WORD: olarak, FREQ: 4
WORD: ilk, FREQ: 4
WORD: karar, FREQ: 4
WORD: cinayet, FREQ: 4
WORD: jürinin, FREQ: 4
WORD: s, FREQ: 4
WORD: fonda, FREQ: 5
WORD: abd, FREQ: 5
WORD: ler, FREQ: 5
WORD: on, FREQ: 5
WORD: filmin, FREQ: 5
WORD: da, FREQ: 5
WORD: kaynaðý, FREQ: 5
WORD: yeniden, FREQ: 5
WORD: de, FREQ: 5
WORD: a, FREQ: 5
WORD: sidney, FREQ: 6
WORD: rose, FREQ: 6
WORD: yönettiði, FREQ: 6
WORD: ile, FREQ: 6
WORD: televizyon, FREQ: 6
WORD: bu, FREQ: 6
WORD: of, FREQ: 6
WORD: lumet, FREQ: 7
WORD: in, FREQ: 7
WORD: öfkeli, FREQ: 9
WORD: adam, FREQ: 10
WORD: deðiþtir, FREQ: 10
WORD: film, FREQ: 12
WORD: bir, FREQ: 13
WORD: jüri, FREQ: 14
WORD: the, FREQ: 21
WORD: ve, FREQ: 24
